s12,TV SHOW,BANGKOK BREAKING,KONGKIAT KOMESIRI,"SUKOLLAWAT KANAROT, SUSHAR MANAYING, PAVARIT MONGKOLPISIT, SAHAJAK BOONTHANAKIT, SUTHIPONGSE THATPHITHAKKUL, BHASAWORN BAWRONKIRATI, DAWEERIT CHULLASAPYA, WARATTHAYA WONGCHAYAPORN, KITTIPHOOM WONGPENTAK, ABHICHA THANACHANUN, NOPHAND BOONYAI, KITTIPONG KHAMSAT, ARISARA WONGCHALEE, JAYTIYA NAIWATTANAKUL, PANTIPA ARUNWATTANACHAI, PANUPAN JANTANAWONG, KUNGTAP SAELIM, PHUMPHAT CHARTSURIYAKIAT, ISSARA VERANITINUNT, KEERATI SIVAKUAE, PANJAI SIRISUWAN, SUPRANEE CHAROENPOL, SUDA CHUENBAN, VISAKA BANHANSUPAVAT, PITCHATORN SANTINATORNKUL",UNKNOWN,2021-09-23,2021,TV-MA,1 Season,"CRIME TV SHOWS, INTERNATIONAL TV SHOWS, TV ACTION & ADVENTURE","STRUGGLING TO EARN A LIVING IN BANGKOK, A MAN JOINS AN EMERGENCY RESCUE SERVICE AND REALIZES HE MUST UNRAVEL A CITYWIDE CONSPIRACY."
s13,MOVIE,JE SUIS KARL,CHRISTIAN SCHWOCHOW,"LUNA WEDLER, JANNIS NIEWÖHNER, MILAN PESCHEL, EDIN HASANOVIC, ANNA FIALOVÁ, MARLON BOESS, VICTOR BOCCARD, FLEUR GEFFRIER, AZIZ DYAB, MÉLANIE FOUCHÉ, ELIZAVETA MAXIMOVÁ","GERMANY, CZECH REPUBLIC",2021-09-23,2021,TV-MA,127 min,"DRAMAS, INTERNATIONAL MOVIES","AFTER MOST OF HER FAMILY IS MURDERED IN A TERRORIST BOMBING, A YOUNG WOMAN IS UNKNOWINGLY LURED INTO JOINING THE VERY GROUP THAT KILLED THEM."
s14,MOVIE,CONFESSIONS OF AN INVISIBLE GIRL,BRUNO GAROTTI,"KLARA CASTANHO, LUCCA PICON, JÚLIA GOMES, MARCUS BESSA, KIRIA MALHEIROS, FERNANDA CONCON, GABRIEL LIMA, CAIO CABRAL, LEONARDO CIDADE, JADE CARDOZO",UNKNOWN,2021-09-22,2021,TV-PG,91 min,"CHILDREN & FAMILY MOVIES, COMEDIES","WHEN THE CLEVER BUT SOCIALLY-AWKWARD TETÊ JOINS A NEW SCHOOL, SHE'LL DO ANYTHING TO FIT IN. BUT THE QUEEN BEE AMONG HER CLASSMATES HAS OTHER IDEAS."
s15,TV SHOW,CRIME STORIES: INDIA DETECTIVES,UNKNOWN,UNKNOWN,UNKNOWN,2021-09-22,2021,TV-MA,1 Season,"BRITISH TV SHOWS, CRIME TV SHOWS, DOCUSERIES",CAMERAS FOLLOWING BENGALURU POLICE ON THE JOB OFFER A RARE GLIMPSE INTO THE COMPLEX AND CHALLENGING INNER WORKINGS OF FOUR MAJOR CRIME INVESTIGATIONS.
s16,TV SHOW,DEAR WHITE PEOPLE,UNKNOWN,"LOGAN BROWNING, BRANDON P. BELL, DERON HORTON, ANTOINETTE ROBERTSON, JOHN PATRICK AMEDORI, ASHLEY BLAINE FEATHERSON, MARQUE RICHARDSON, GIANCARLO ESPOSITO",UNITED STATES,2021-09-22,2021,TV-MA,4 Seasons,"TV COMEDIES, TV DRAMAS","STUDENTS OF COLOR NAVIGATE THE DAILY SLIGHTS AND SLIPPERY POLITICS OF LIFE AT AN IVY LEAGUE COLLEGE THAT'S NOT NEARLY AS ""POST-RACIAL"" AS IT THINKS."
s17,MOVIE,EUROPE'S MOST DANGEROUS MAN: OTTO SKORZENY IN SPAIN,"PEDRO DE ECHAVE GARCÍA, PABLO AZORÍN WILLIAMS",UNKNOWN,UNKNOWN,2021-09-22,2020,TV-MA,67 min,"DOCUMENTARIES, INTERNATIONAL MOVIES","DECLASSIFIED DOCUMENTS REVEAL THE POST-WWII LIFE OF OTTO SKORZENY, A CLOSE HITLER ALLY WHO ESCAPED TO SPAIN AND BECAME AN ADVISER TO WORLD PRESIDENTS."
s18,TV SHOW,FALSA IDENTIDAD,UNKNOWN,"LUIS ERNESTO FRANCO, CAMILA SODI, SERGIO GOYRI, SAMADHI ZENDEJAS, EDUARDO YÁÑEZ, SONYA SMITH, ALEJANDRO CAMACHO, AZELA ROBINSON, URIEL DEL TORO, GÉRALDINE BAZÁN, GABRIELA ROEL, MARCUS ORNELLAS",MEXICO,2021-09-22,2020,TV-MA,2 Seasons,"CRIME TV SHOWS, SPANISH-LANGUAGE TV SHOWS, TV DRAMAS",STRANGERS DIEGO AND ISABEL FLEE THEIR HOME IN MEXICO AND PRETEND TO BE A MARRIED COUPLE TO ESCAPE HIS DRUG-DEALING ENEMIES AND HER ABUSIVE HUSBAND.
s19,MOVIE,INTRUSION,ADAM SALKY,"FREIDA PINTO, LOGAN MARSHALL-GREEN, ROBERT JOHN BURKE, MEGAN ELISABETH KELLY, SARAH MINNICH, HAYES HARGROVE, MARK SIVERTSEN, BRANDON FIERRO, ANTONIO VALLES, CLINT OBENCHAIN",UNKNOWN,2021-09-22,2021,TV-14,94 min,THRILLERS,"AFTER A DEADLY HOME INVASION AT A COUPLE’S NEW DREAM HOUSE, THE TRAUMATIZED WIFE SEARCHES FOR ANSWERS — AND LEARNS THE REAL DANGER IS JUST BEGINNING."
s20,TV SHOW,JAGUAR,UNKNOWN,"BLANCA SUÁREZ, IVÁN MARCOS, ÓSCAR CASAS, ADRIÁN LASTRA, FRANCESC GARRIDO, STEFAN WEINERT, JULIA MÖLLER, ALICIA CHOJNOWSKI",UNKNOWN,2021-09-22,2021,TV-MA,1 Season,"INTERNATIONAL TV SHOWS, SPANISH-LANGUAGE TV SHOWS, TV ACTION & ADVENTURE","IN THE 1960S, A HOLOCAUST SURVIVOR JOINS A GROUP OF SELF-TRAINED SPIES WHO SEEK JUSTICE AGAINST NAZIS FLEEING TO SPAIN TO HIDE AFTER WWII."
s21,TV SHOW,MONSTERS INSIDE: THE 24 FACES OF BILLY MILLIGAN,OLIVIER MEGATON,UNKNOWN,UNKNOWN,2021-09-22,2021,TV-14,1 Season,"CRIME TV SHOWS, DOCUSERIES, INTERNATIONAL TV SHOWS","IN THE LATE 1970S, AN ACCUSED SERIAL RAPIST CLAIMS MULTIPLE PERSONALITIES CONTROL HIS BEHAVIOR, SETTING OFF A LEGAL ODYSSEY THAT CAPTIVATES AMERICA."
s22,TV SHOW,RESURRECTION: ERTUGRUL,UNKNOWN,"ENGIN ALTAN DÜZYATAN, SERDAR GÖKHAN, HÜLYA DARCAN, KAAN TASANER, ESRA BILGIÇ, OSMAN SOYKUT, SERDAR DENIZ, CENGIZ COSKUN, RESHAD STRIK, HANDE SUBASI",TURKEY,2021-09-22,2018,TV-14,5 Seasons,"INTERNATIONAL TV SHOWS, TV ACTION & ADVENTURE, TV DRAMAS","WHEN A GOOD DEED UNWITTINGLY ENDANGERS HIS CLAN, A 13TH-CENTURY TURKISH WARRIOR AGREES TO FIGHT A SULTAN'S ENEMIES IN EXCHANGE FOR NEW TRIBAL LAND."
s23,MOVIE,AVVAI SHANMUGHI,K.S. RAVIKUMAR,"KAMAL HASSAN, MEENA, GEMINI GANESAN, HEERA RAJGOPAL, NASSAR, S.P. BALASUBRAHMANYAM",UNKNOWN,2021-09-21,1996,TV-PG,161 min,"COMEDIES, INTERNATIONAL MOVIES","NEWLY DIVORCED AND DENIED VISITATION RIGHTS WITH HIS DAUGHTER, A DOTING FATHER DISGUISES HIMSELF AS A GRAY-HAIRED NANNY IN ORDER TO SPEND TIME WITH HER."
s24,MOVIE,GO! GO! CORY CARSON: CHRISSY TAKES THE WHEEL,"ALEX WOO, STANLEY MOORE","MAISIE BENSON, PAUL KILLAM, KERRY GUDJOHNSEN, AC LIM",UNKNOWN,2021-09-21,2021,TV-Y,61 min,CHILDREN & FAMILY MOVIES,"FROM ARCADE GAMES TO SLED DAYS AND HICCUP CURES, CORY CARSON’S CURIOUS LITTLE SISTER CHRISSY SPEEDS OFF ON HER OWN FOR FUN AND ADVENTURE ALL OVER TOWN!"
s25,MOVIE,JEANS,S. SHANKAR,"PRASHANTH, AISHWARYA RAI BACHCHAN, SRI LAKSHMI, NASSAR",INDIA,2021-09-21,1998,TV-14,166 min,"COMEDIES, INTERNATIONAL MOVIES, ROMANTIC MOVIES","WHEN THE FATHER OF THE MAN SHE LOVES INSISTS THAT HIS TWIN SONS MARRY TWIN SISTERS, A WOMAN CREATES AN ALTER EGO THAT MIGHT BE A BIT TOO CONVINCING."
s26,TV SHOW,LOVE ON THE SPECTRUM,UNKNOWN,BROOKE SATCHWELL,AUSTRALIA,2021-09-21,2021,TV-14,2 Seasons,"DOCUSERIES, INTERNATIONAL TV SHOWS, REALITY TV","FINDING LOVE CAN BE HARD FOR ANYONE. FOR YOUNG ADULTS ON THE AUTISM SPECTRUM, EXPLORING THE UNPREDICTABLE WORLD OF DATING IS EVEN MORE COMPLICATED."
s27,MOVIE,MINSARA KANAVU,RAJIV MENON,"ARVIND SWAMY, KAJOL, PRABHU DEVA, NASSAR, S.P. BALASUBRAHMANYAM, GIRISH KARNAD",UNKNOWN,2021-09-21,1997,TV-PG,147 min,"COMEDIES, INTERNATIONAL MOVIES, MUSIC & MUSICALS",A TANGLED LOVE TRIANGLE ENSUES WHEN A MAN FALLS FOR A WOMAN STUDYING TO BECOME A NUN — AND SHE FALLS FOR THE FRIEND HE ENLISTS TO HELP HIM PURSUE HER.
s28,MOVIE,GROWN UPS,DENNIS DUGAN,"ADAM SANDLER, KEVIN JAMES, CHRIS ROCK, DAVID SPADE, ROB SCHNEIDER, SALMA HAYEK, MARIA BELLO, MAYA RUDOLPH, COLIN QUINN, TIM MEADOWS, JOYCE VAN PATTEN",UNITED STATES,2021-09-20,2010,PG-13,103 min,COMEDIES,"MOURNING THE LOSS OF THEIR BELOVED JUNIOR HIGH BASKETBALL COACH, FIVE MIDDLE-AGED PALS REUNITE AT A LAKE HOUSE AND REDISCOVER THE JOYS OF BEING A KID."
s29,MOVIE,DARK SKIES,SCOTT STEWART,"KERI RUSSELL, JOSH HAMILTON, J.K. SIMMONS, DAKOTA GOYO, KADAN ROCKETT, L.J. BENET, RICH HUTCHMAN, MYNDY CRIST, ANNIE THURMAN, JAKE BRENNAN",UNITED STATES,2021-09-19,2013,PG-13,97 min,"HORROR MOVIES, SCI-FI & FANTASY","A FAMILY’S IDYLLIC SUBURBAN LIFE SHATTERS WHEN AN ALIEN FORCE INVADES THEIR HOME, AND AS THEY STRUGGLE TO CONVINCE OTHERS OF THE DEADLY THREAT."
s30,MOVIE,PARANOIA,ROBERT LUKETIC,"LIAM HEMSWORTH, GARY OLDMAN, AMBER HEARD, HARRISON FORD, LUCAS TILL, EMBETH DAVIDTZ, JULIAN MCMAHON, JOSH HOLLOWAY, RICHARD DREYFUSS, ANGELA SARAFYAN","UNITED STATES, INDIA, FRANCE",2021-09-19,2013,PG-13,106 min,THRILLERS,"BLACKMAILED BY HIS COMPANY'S CEO, A LOW-LEVEL EMPLOYEE FINDS HIMSELF FORCED TO SPY ON THE BOSS'S RIVAL AND FORMER MENTOR."
s31,MOVIE,ANKAHI KAHANIYA,"ASHWINY IYER TIWARI, ABHISHEK CHAUBEY, SAKET CHAUDHARY","ABHISHEK BANERJEE, RINKU RAJGURU, DELZAD HIWALE, KUNAL KAPOOR, ZOYA HUSSAIN, NIKHIL DWIVEDI, PALOMI GHOSH",UNKNOWN,2021-09-17,2021,TV-14,111 min,"DRAMAS, INDEPENDENT MOVIES, INTERNATIONAL MOVIES","AS BIG CITY LIFE BUZZES AROUND THEM, LONELY SOULS DISCOVER SURPRISING SOURCES OF CONNECTION AND COMPANIONSHIP IN THREE TALES OF LOVE, LOSS AND LONGING."
s32,TV SHOW,CHICAGO PARTY AUNT,UNKNOWN,"LAUREN ASH, RORY O'MALLEY, RUPAUL CHARLES, JILL TALLEY, IKE BARINHOLTZ, JON BARINHOLTZ, MATTHEW CRAIG, BOB ODENKIRK, MIKE HAGERTY, KATIE RICH, CHRIS WITASKE",UNKNOWN,2021-09-17,2021,TV-MA,1 Season,TV COMEDIES,CHICAGO PARTY AUNT DIANE IS AN IDOLIZED TROUBLEMAKER WITH A TALENT FOR AVOIDING ADULTHOOD — AND A SOFT SPOT FOR HER SOUL-SEARCHING NEPHEW.
s33,TV SHOW,SEX EDUCATION,UNKNOWN,"ASA BUTTERFIELD, GILLIAN ANDERSON, NCUTI GATWA, EMMA MACKEY, CONNOR SWINDELLS, KEDAR WILLIAMS-STIRLING, ALISTAIR PETRIE",UNITED KINGDOM,2021-09-17,2020,TV-MA,3 Seasons,"BRITISH TV SHOWS, INTERNATIONAL TV SHOWS, TV COMEDIES","INSECURE OTIS HAS ALL THE ANSWERS WHEN IT COMES TO SEX ADVICE, THANKS TO HIS THERAPIST MOM. SO REBEL MAEVE PROPOSES A SCHOOL SEX-THERAPY CLINIC."
s34,TV SHOW,SQUID GAME,UNKNOWN,"LEE JUNG-JAE, PARK HAE-SOO, WI HA-JUN, OH YOUNG-SOO, JUNG HO-YEON, HEO SUNG-TAE, KIM JOO-RYOUNG, TRIPATHI ANUPAM, YOU SEONG-JOO, LEE YOU-MI",UNKNOWN,2021-09-17,2021,TV-MA,1 Season,"INTERNATIONAL TV SHOWS, TV DRAMAS, TV THRILLERS","HUNDREDS OF CASH-STRAPPED PLAYERS ACCEPT A STRANGE INVITATION TO COMPETE IN CHILDREN'S GAMES. INSIDE, A TEMPTING PRIZE AWAITS — WITH DEADLY HIGH STAKES."
s35,TV SHOW,TAYO AND LITTLE WIZARDS,UNKNOWN,"DAMI LEE, JASON LEE, BOMMIE CATHERINE HAN, JENNIFER WAESCHER, NANCY KIM",UNKNOWN,2021-09-17,2020,TV-Y7,1 Season,KIDS' TV,TAYO SPEEDS INTO AN ADVENTURE WHEN HIS FRIENDS GET KIDNAPPED BY EVIL MAGICIANS INVADING THEIR CITY IN SEARCH OF A MAGICAL GEMSTONE.
s36,MOVIE,THE FATHER WHO MOVES MOUNTAINS,DANIEL SANDU,"ADRIAN TITIENI, ELENA PUREA, JUDITH STATE, VALERIU ANDRIU?A, TUDOR SMOLEANU, VIRGIL AIOANEI, RADU BOTAR, PETRONELA GRIGORESCU, BOGDAN NECHIFOR, CRISTIAN BOTA",UNKNOWN,2021-09-17,2021,TV-MA,110 min,"DRAMAS, INTERNATIONAL MOVIES, THRILLERS","WHEN HIS SON GOES MISSING DURING A SNOWY HIKE IN THE MOUNTAINS, A RETIRED INTELLIGENCE OFFICER WILL STOP AT NOTHING — AND RISK EVERYTHING — TO FIND HIM."
s37,MOVIE,THE STRONGHOLD,CÉDRIC JIMENEZ,"GILLES LELLOUCHE, KARIM LEKLOU, FRANÇOIS CIVIL, ADÈLE EXARCHOPOULOS, KENZA FORTAS, CYRIL LECOMTE, MICHAËL ABITEBOUL, IDIR AZOUGLI, VINCENT DARMUZEY, JEAN-YVES BERTELOOT",UNKNOWN,2021-09-17,2021,TV-MA,105 min,"ACTION & ADVENTURE, DRAMAS, INTERNATIONAL MOVIES","TIRED OF THE SMALL-TIME GRIND, THREE MARSEILLE COPS GET A CHANCE TO BUST A MAJOR DRUG NETWORK. BUT LINES BLUR WHEN A KEY INFORMANT MAKES A BIG ASK."
s38,TV SHOW,ANGRY BIRDS,UNKNOWN,"ANTTI PÄÄKKÖNEN, HELJÄ HEIKKINEN, LYNNE GUAGLIONE, PASI RUOHONEN, RAUNO AHONEN",FINLAND,2021-09-16,2018,TV-Y7,1 Season,"KIDS' TV, TV COMEDIES","BIRDS RED, CHUCK AND THEIR FEATHERED FRIENDS HAVE LOTS OF ADVENTURES WHILE GUARDING EGGS IN THEIR NEST THAT PESKY PIGS KEEP TRYING TO STEAL."
s39,MOVIE,BIRTH OF THE DRAGON,GEORGE NOLFI,"BILLY MAGNUSSEN, RON YUAN, QU JINGJING, TERRY CHEN, VANNESS WU, JIN XING, PHILIP NG, XIA YU, YU XIA","CHINA, CANADA, UNITED STATES",2021-09-16,2017,PG-13,96 min,"ACTION & ADVENTURE, DRAMAS","A YOUNG BRUCE LEE ANGERS KUNG FU TRADITIONALISTS BY TEACHING OUTSIDERS, LEADING TO A SHOWDOWN WITH A SHAOLIN MASTER IN THIS FILM BASED ON REAL EVENTS."
s40,TV SHOW,CHHOTA BHEEM,UNKNOWN,"VATSAL DUBEY, JULIE TEJWANI, RUPA BHIMANI, JIGNA BHARDWAJ, RAJESH KAVA, MOUSAM, SWAPNIL",INDIA,2021-09-16,2021,TV-Y7,3 Seasons,KIDS' TV,"A BRAVE, ENERGETIC LITTLE BOY WITH SUPERHUMAN POWERS LEADS HIS FRIENDS ON EXCITING ADVENTURES TO GUARD THEIR FELLOW DHOLAKPUR VILLAGERS FROM EVIL."
s41,TV SHOW,HE-MAN AND THE MASTERS OF THE UNIVERSE,UNKNOWN,"YURI LOWENTHAL, KIMBERLY BROOKS, ANTONY DEL RIO, TREVOR DEVALL, BEN DISKIN, GREY GRIFFIN, DAVID KAYE, TOM KENNY, JUDY ALICE LEE, ROGER CRAIG SMITH, FRED TATASCIORE",UNITED STATES,2021-09-16,2021,TV-Y7,1 Season,"KIDS' TV, TV SCI-FI & FANTASY",MIGHTY TEEN ADAM AND HIS HEROIC SQUAD OF MISFITS DISCOVER THE LEGENDARY POWER OF GRAYSKULL — AND THEIR DESTINY TO DEFEND ETERNIA FROM SINISTER SKELETOR.
s42,MOVIE,JAWS,STEVEN SPIELBERG,"ROY SCHEIDER, ROBERT SHAW, RICHARD DREYFUSS, LORRAINE GARY, MURRAY HAMILTON, CARL GOTTLIEB, JEFFREY KRAMER, SUSAN BACKLINIE, JONATHAN FILLEY, TED GROSSMAN",UNITED STATES,2021-09-16,1975,PG,124 min,"ACTION & ADVENTURE, CLASSIC MOVIES, DRAMAS","WHEN AN INSATIABLE GREAT WHITE SHARK TERRORIZES AMITY ISLAND, A POLICE CHIEF, AN OCEANOGRAPHER AND A GRIZZLED SHARK HUNTER SEEK TO DESTROY THE BEAST."
s43,MOVIE,JAWS 2,JEANNOT SZWARC,"ROY SCHEIDER, LORRAINE GARY, MURRAY HAMILTON, JOSEPH MASCOLO, JEFFREY KRAMER, COLLIN WILCOX PAXTON, ANN DUSENBERRY, MARK GRUNER, BARRY COE, SUSAN FRENCH",UNITED STATES,2021-09-16,1978,PG,116 min,"DRAMAS, HORROR MOVIES, THRILLERS","FOUR YEARS AFTER THE LAST DEADLY SHARK ATTACKS, POLICE CHIEF MARTIN BRODY FIGHTS TO PROTECT AMITY ISLAND FROM ANOTHER KILLER GREAT WHITE."
s44,MOVIE,JAWS 3,JOE ALVES,"DENNIS QUAID, BESS ARMSTRONG, SIMON MACCORKINDALE, LOUIS GOSSETT JR., JOHN PUTCH, LEA THOMPSON, P.H. MORIARTY, DAN BLASKO, LIZ MORRIS, LISA MAURER",UNITED STATES,2021-09-16,1983,PG,98 min,"ACTION & ADVENTURE, HORROR MOVIES, THRILLERS","AFTER THE STAFF OF A MARINE THEME PARK TRY TO CAPTURE A YOUNG GREAT WHITE SHARK, THEY DISCOVER ITS MOTHER HAS INVADED THE ENCLOSURE AND IS OUT FOR BLOOD."
s45,MOVIE,JAWS: THE REVENGE,JOSEPH SARGENT,"LORRAINE GARY, LANCE GUEST, MARIO VAN PEEBLES, KAREN YOUNG, MICHAEL CAINE, JUDITH BARSI, MITCHELL ANDERSON, LYNN WHITFIELD",UNITED STATES,2021-09-16,1987,PG-13,91 min,"ACTION & ADVENTURE, HORROR MOVIES, THRILLERS","AFTER ANOTHER DEADLY SHARK ATTACK, ELLEN BRODY HAS HAD ENOUGH OF AMITY ISLAND AND MOVES TO THE CARIBBEAN – BUT A GREAT WHITE SHARK FOLLOWS HER THERE."
s46,MOVIE,MY HEROES WERE COWBOYS,TYLER GRECO,UNKNOWN,UNKNOWN,2021-09-16,2021,PG,23 min,DOCUMENTARIES,"ROBIN WILTSHIRE'S PAINFUL CHILDHOOD WAS RESCUED BY WESTERNS. NOW HE LIVES ON THE FRONTIER OF HIS DREAMS, TRAINING THE HORSES HE LOVES FOR THE BIG SCREEN."
s47,MOVIE,SAFE HOUSE,DANIEL ESPINOSA,"DENZEL WASHINGTON, RYAN REYNOLDS, VERA FARMIGA, BRENDAN GLEESON, SAM SHEPARD, RUBÉN BLADES, NORA ARNEZEDER, ROBERT PATRICK, LIAM CUNNINGHAM, JOEL KINNAMAN","SOUTH AFRICA, UNITED STATES, JAPAN",2021-09-16,2012,R,115 min,ACTION & ADVENTURE,YOUNG CIA OPERATIVE MATT WESTON MUST GET A DANGEROUS CRIMINAL OUT OF AN AGENCY SAFE HOUSE THAT'S COME UNDER ATTACK AND GET HIM TO A SECURER LOCATION.
s48,TV SHOW,THE SMART MONEY WOMAN,BUNMI AJAKAIYE,"OSAS IGHODARO, INI DIMA-OKOJIE, KEMI LALA AKINDOJU, TONI TONES, EBENEZER ENO, ESO OKOLOCHA DIKE, PATRICK DIABUAH, KARIBI FUBARA, TEMISAN EMMANUEL, TIMINI EGBUSON",UNKNOWN,2021-09-16,2020,TV-MA,1 Season,"INTERNATIONAL TV SHOWS, ROMANTIC TV SHOWS, TV COMEDIES","FIVE GLAMOROUS MILLENNIALS STRIVE FOR SUCCESS AS THEY JUGGLE CAREERS, FINANCES, LOVE AND FRIENDSHIPS. BASED ON ARESE UGWU'S 2016 BEST-SELLING NOVEL."
